DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people
MidCentral,Asian,50-54,Female,300,184,325,923,566
MidCentral,Asian,50-54,Male,250,144,253,988,569
MidCentral,Asian,55-59,Female,293,222,317,924,700
MidCentral,Asian,55-59,Male,195,134,232,841,578
MidCentral,Asian,60-64,Female,257,205,281,915,730
MidCentral,Asian,60-64,Male,187,163,211,886,773
MidCentral,Asian,65-69,Female,207,187,232,892,806
MidCentral,Asian,65-69,Male,149,126,151,987,834
MidCentral,Asian,70-74,Female,141,130,151,934,861
MidCentral,Asian,70-74,Male,106,93,134,791,694
MidCentral,Asian,75-79,Female,91,83,92,989,902
MidCentral,Asian,75-79,Male,71,72,71,1000,1014
MidCentral,Asian,80-84,Female,37,32,57,649,561
MidCentral,Asian,80-84,Male,42,39,51,824,765
MidCentral,Asian,85-89,Female,23,22,31,742,710
MidCentral,Asian,85-89,Male,22,15,18,1222,833
MidCentral,Asian,90+,Female,17,14,15,1133,933
MidCentral,Asian,90+,Male,6,5,7,857,714
MidCentral,European or Other,12-15,Female,1843,148,2954,624,50
MidCentral,European or Other,12-15,Male,1919,169,3089,621,55
MidCentral,European or Other,16-19,Female,1891,455,2913,649,156
MidCentral,European or Other,16-19,Male,1832,385,2949,621,131
MidCentral,European or Other,20-24,Female,2458,854,3906,629,219
MidCentral,European or Other,20-24,Male,2145,697,3688,582,189
MidCentral,European or Other,25-29,Female,2223,936,3899,570,240
MidCentral,European or Other,25-29,Male,2251,922,3741,602,246
MidCentral,European or Other,30-34,Female,2430,964,3762,646,256
MidCentral,European or Other,30-34,Male,2272,815,3409,666,239
MidCentral,European or Other,30-34,Unknown/Other,5,0,5,1000,400
MidCentral,European or Other,35-39,Female,2549,1043,3534,721,295
MidCentral,European or Other,35-39,Male,2188,872,3124,700,279
MidCentral,European or Other,40-44,Female,2681,1167,3541,757,330
MidCentral,European or Other,40-44,Male,2344,870,3150,744,276
MidCentral,European or Other,45-49,Female,3152,1544,4229,745,365
MidCentral,European or Other,45-49,Male,2763,1161,3792,729,306
MidCentral,European or Other,50-54,Female,3694,2174,4518,818,481
MidCentral,European or Other,50-54,Male,3152,1565,4105,768,381
MidCentral,European or Other,55-59,Female,4055,2949,4879,831,604
MidCentral,European or Other,55-59,Male,3723,2545,4655,800,547
MidCentral,European or Other,60-64,Female,4127,3428,4708,877,728
MidCentral,European or Other,60-64,Male,3953,3162,4403,898,718
MidCentral,European or Other,65-69,Female,3899,3514,4310,905,815
MidCentral,European or Other,65-69,Male,3630,3211,4098,886,784
MidCentral,European or Other,70-74,Female,3800,3511,4052,938,866
MidCentral,European or Other,70-74,Male,3487,3241,3778,923,858
MidCentral,European or Other,75-79,Female,2806,2614,2992,938,874
MidCentral,European or Other,75-79,Male,2654,2499,2763,961,904
MidCentral,European or Other,80-84,Female,1993,1868,2125,938,879
MidCentral,European or Other,80-84,Male,1769,1644,1780,994,924
MidCentral,European or Other,85-89,Female,1230,1147,1363,902,842
MidCentral,European or Other,85-89,Male,842,796,926,909,860
MidCentral,European or Other,90+,Female,781,721,837,933,861
MidCentral,European or Other,90+,Male,426,387,432,986,896
MidCentral,Maori,12-15,Female,551,42,1306,422,32
MidCentral,Maori,12-15,Male,575,40,1421,405,28
MidCentral,Maori,16-19,Female,470,115,1196,393,96
MidCentral,Maori,16-19,Male,461,82,1158,398,71
MidCentral,Maori,20-24,Female,579,208,1439,402,145
MidCentral,Maori,20-24,Male,536,206,1357,395,152
MidCentral,Maori,25-29,Female,494,197,1338,369,147
MidCentral,Maori,25-29,Male,493,216,1196,412,181
MidCentral,Maori,30-34,Female,555,194,1203,461,161
MidCentral,Maori,30-34,Male,395,148,969,408,153
MidCentral,Maori,35-39,Female,480,190,957,502,199
MidCentral,Maori,35-39,Male,358,144,765,468,188
MidCentral,Maori,40-44,Female,481,216,875,550,247
MidCentral,Maori,40-44,Male,437,166,725,603,229
MidCentral,Maori,45-49,Female,607,278,971,625,286
MidCentral,Maori,45-49,Male,468,167,763,613,219
MidCentral,Maori,50-54,Female,648,394,900,720,438
MidCentral,Maori,50-54,Male,502,294,734,684,401
MidCentral,Maori,55-59,Female,713,538,917,778,587
MidCentral,Maori,55-59,Male,524,361,708,740,510
MidCentral,Maori,60-64,Female,567,472,701,809,673
MidCentral,Maori,60-64,Male,468,365,548,854,666
MidCentral,Maori,65-69,Female,440,384,477,922,805
MidCentral,Maori,65-69,Male,344,291,372,925,782
MidCentral,Maori,70-74,Female,310,283,310,1000,913
MidCentral,Maori,70-74,Male,268,247,262,1023,943
MidCentral,Maori,75-79,Female,189,179,209,904,856
MidCentral,Maori,75-79,Male,146,134,157,930,854
MidCentral,Maori,80-84,Female,105,94,114,921,825
MidCentral,Maori,80-84,Male,77,71,76,1013,934
MidCentral,Maori,85-89,Female,45,43,45,1000,956
MidCentral,Maori,85-89,Male,24,24,27,889,889
MidCentral,Maori,90+,Female,14,11,19,737,579
MidCentral,Maori,90+,Male,6,5,8,750,625
MidCentral,Pacific Peoples,12-15,Female,140,22,219,639,100
MidCentral,Pacific Peoples,12-15,Male,132,21,260,508,81
MidCentral,Pacific Peoples,16-19,Female,124,28,193,642,145
MidCentral,Pacific Peoples,16-19,Male,148,38,210,705,181
MidCentral,Pacific Peoples,20-24,Female,160,58,272,588,213
MidCentral,Pacific Peoples,20-24,Male,142,59,231,615,255
MidCentral,Pacific Peoples,25-29,Female,154,60,235,655,255
MidCentral,Pacific Peoples,25-29,Male,155,75,258,601,291
MidCentral,Pacific Peoples,30-34,Female,143,54,225,636,240
MidCentral,Pacific Peoples,30-34,Male,159,60,218,729,275
MidCentral,Pacific Peoples,35-39,Female,138,68,211,654,322
MidCentral,Pacific Peoples,35-39,Male,127,50,208,611,240
MidCentral,Pacific Peoples,40-44,Female,116,62,160,725,388
MidCentral,Pacific Peoples,40-44,Male,142,60,168,845,357
MidCentral,Pacific Peoples,45-49,Female,118,59,138,855,428
MidCentral,Pacific Peoples,45-49,Male,115,56,161,714,348
MidCentral,Pacific Peoples,50-54,Female,112,76,130,862,585
MidCentral,Pacific Peoples,50-54,Male,114,66,154,740,429
MidCentral,Pacific Peoples,55-59,Female,96,72,129,744,558
MidCentral,Pacific Peoples,55-59,Male,109,72,119,916,605
MidCentral,Pacific Peoples,60-64,Female,92,78,100,920,780
MidCentral,Pacific Peoples,60-64,Male,63,50,80,788,625
MidCentral,Pacific Peoples,65-69,Female,80,66,92,870,717
MidCentral,Pacific Peoples,65-69,Male,65,51,66,985,773
MidCentral,Pacific Peoples,70-74,Female,55,48,61,902,787
MidCentral,Pacific Peoples,70-74,Male,51,42,56,911,750
MidCentral,Pacific Peoples,75-79,Female,31,27,29,1069,931
MidCentral,Pacific Peoples,75-79,Male,34,35,31,1097,1129
MidCentral,Pacific Peoples,80-84,Female,18,16,24,750,667
MidCentral,Pacific Peoples,80-84,Male,16,11,15,1067,733
MidCentral,Pacific Peoples,85-89,Female,8,6,8,1000,750
MidCentral,Unknown,12-15,Female,9,0,6,1500,333
MidCentral,Unknown,12-15,Male,10,0,10,1000,100
MidCentral,Unknown,16-19,Female,7,0,5,1400,200
MidCentral,Unknown,16-19,Male,10,0,14,714,71
MidCentral,Unknown,20-24,Female,14,9,14,1000,643
MidCentral,Unknown,20-24,Male,14,5,19,737,263
MidCentral,Unknown,25-29,Female,28,13,22,1273,591
MidCentral,Unknown,25-29,Male,33,15,30,1100,500
MidCentral,Unknown,30-34,Female,40,18,26,1538,692
MidCentral,Unknown,30-34,Male,53,30,61,869,492
MidCentral,Unknown,35-39,Female,43,20,29,1483,690
MidCentral,Unknown,35-39,Male,88,39,80,1100,488
MidCentral,Unknown,40-44,Female,42,24,39,1077,615
MidCentral,Unknown,40-44,Male,114,55,79,1443,696
MidCentral,Unknown,45-49,Female,29,14,23,1261,609
MidCentral,Unknown,45-49,Male,98,36,81,1210,444
MidCentral,Unknown,50-54,Female,31,12,26,1192,462
MidCentral,Unknown,50-54,Male,92,57,77,1195,740
MidCentral,Unknown,55-59,Female,26,17,23,1130,739
MidCentral,Unknown,55-59,Male,98,59,97,1010,608
MidCentral,Unknown,60-64,Female,24,20,21,1143,952
MidCentral,Unknown,60-64,Male,106,73,85,1247,859
MidCentral,Unknown,65-69,Female,17,12,18,944,667
MidCentral,Unknown,65-69,Male,60,44,49,1224,898
MidCentral,Unknown,70-74,Female,25,21,24,1042,875
MidCentral,Unknown,70-74,Male,60,51,50,1200,1020
MidCentral,Unknown,75-79,Female,13,10,12,1083,833
MidCentral,Unknown,75-79,Male,29,29,32,906,906
MidCentral,Unknown,80-84,Female,7,8,11,636,727
MidCentral,Unknown,80-84,Male,13,12,10,1300,1200
Nelson Marlborough,Asian,12-15,Female,163,29,209,780,139
Nelson Marlborough,Asian,12-15,Male,168,36,226,743,159
Nelson Marlborough,Asian,16-19,Female,145,68,133,1090,511
Nelson Marlborough,Asian,16-19,Male,163,77,172,948,448
Nelson Marlborough,Asian,20-24,Female,137,71,177,774,401
Nelson Marlborough,Asian,20-24,Male,192,85,184,1043,462
Nelson Marlborough,Asian,25-29,Female,393,242,332,1184,729
Nelson Marlborough,Asian,25-29,Male,435,241,311,1399,775
Nelson Marlborough,Asian,30-34,Female,496,320,491,1010,652
Nelson Marlborough,Asian,30-34,Male,495,273,417,1187,655
Nelson Marlborough,Asian,35-39,Female,463,264,446,1038,592
Nelson Marlborough,Asian,35-39,Male,416,255,310,1342,823
Nelson Marlborough,Asian,40-44,Female,329,221,344,956,642
Nelson Marlborough,Asian,40-44,Male,290,190,234,1239,812
Nelson Marlborough,Asian,45-49,Female,269,175,282,954,621
Nelson Marlborough,Asian,45-49,Male,241,166,198,1217,838
Nelson Marlborough,Asian,50-54,Female,183,135,188,973,718
Nelson Marlborough,Asian,50-54,Male,144,104,119,1210,874
Nelson Marlborough,Asian,55-59,Female,152,120,159,956,755
Nelson Marlborough,Asian,55-59,Male,106,84,97,1093,866
Nelson Marlborough,Asian,60-64,Female,105,95,119,882,798
Nelson Marlborough,Asian,60-64,Male,69,59,69,1000,855
Nelson Marlborough,Asian,65-69,Female,75,66,87,862,759
Nelson Marlborough,Asian,65-69,Male,27,25,40,675,625
Nelson Marlborough,Asian,70-74,Female,40,37,40,1000,925
Nelson Marlborough,Asian,70-74,Male,25,21,32,781,656
Nelson Marlborough,Asian,75-79,Female,17,16,18,944,889
Nelson Marlborough,Asian,75-79,Male,15,15,13,1154,1154
Nelson Marlborough,Asian,80-84,Female,8,8,15,533,533
Nelson Marlborough,European or Other,12-15,Female,1827,245,2936,622,83
Nelson Marlborough,European or Other,12-15,Male,1907,263,3040,627,87
Nelson Marlborough,European or Other,16-19,Female,1684,426,2639,638,161
Nelson Marlborough,European or Other,16-19,Male,1708,359,2764,618,130
Nelson Marlborough,European or Other,20-24,Female,1447,535,2592,558,206
Nelson Marlborough,European or Other,20-24,Male,1441,408,2929,492,139
Nelson Marlborough,European or Other,25-29,Female,1733,675,3039,570,222
Nelson Marlborough,European or Other,25-29,Male,1632,504,3016,541,167
Nelson Marlborough,European or Other,25-29,Unknown/Other,14,5,7,2000,714
Nelson Marlborough,European or Other,30-34,Female,2281,904,3512,649,257
Nelson Marlborough,European or Other,30-34,Male,2052,677,3207,640,211
Nelson Marlborough,European or Other,35-39,Female,2543,1051,3631,700,289
Nelson Marlborough,European or Other,35-39,Male,2181,778,3283,664,237
Nelson Marlborough,European or Other,40-44,Female,2812,1557,3748,750,415
Nelson Marlborough,European or Other,40-44,Male,2515,1205,3560,706,338
Nelson Marlborough,European or Other,45-49,Female,3389,1966,4698,721,418
Nelson Marlborough,European or Other,45-49,Male,3202,1657,4446,720,373
Nelson Marlborough,European or Other,50-54,Female,4011,2699,5022,799,537
Nelson Marlborough,European or Other,50-54,Male,3717,2292,4805,774,477
Nelson Marlborough,European or Other,55-59,Female,4400,3459,5473,804,632
Nelson Marlborough,European or Other,55-59,Male,4175,3117,5292,789,589
Nelson Marlborough,European or Other,60-64,Female,4626,3929,5154,898,762
Nelson Marlborough,European or Other,60-64,Male,4470,3705,5209,858,711
Nelson Marlborough,European or Other,65-69,Female,4456,4148,4930,904,841
Nelson Marlborough,European or Other,65-69,Male,4282,3925,4745,902,827
Nelson Marlborough,European or Other,70-74,Female,4266,4048,4592,929,882
Nelson Marlborough,European or Other,70-74,Male,4264,4072,4567,934,892
Nelson Marlborough,European or Other,75-79,Female,2951,2815,3082,957,913
Nelson Marlborough,European or Other,75-79,Male,2917,2802,3085,946,908
Nelson Marlborough,European or Other,80-84,Female,1981,1894,2015,983,940
Nelson Marlborough,European or Other,80-84,Male,1862,1761,1829,1018,963
Nelson Marlborough,European or Other,85-89,Female,1132,1069,1255,902,852
Nelson Marlborough,European or Other,85-89,Male,932,879,971,960,905
Nelson Marlborough,European or Other,90+,Female,727,668,789,921,847
Nelson Marlborough,European or Other,90+,Male,426,395,452,942,874
Nelson Marlborough,Maori,12-15,Female,291,39,603,483,65
Nelson Marlborough,Maori,12-15,Male,316,42,642,492,65
Nelson Marlborough,Maori,16-19,Female,251,74,526,477,141
Nelson Marlborough,Maori,16-19,Male,238,72,559,426,129
Nelson Marlborough,Maori,20-24,Female,209,80,543,385,147
Nelson Marlborough,Maori,20-24,Male,212,55,572,371,96
Nelson Marlborough,Maori,25-29,Female,196,75,574,341,131
Nelson Marlborough,Maori,25-29,Male,199,71,555,359,128
Nelson Marlborough,Maori,30-34,Female,223,99,511,436,194
Nelson Marlborough,Maori,30-34,Male,207,72,430,481,167
Nelson Marlborough,Maori,35-39,Female,249,98,443,562,221
Nelson Marlborough,Maori,35-39,Male,195,82,367,531,223
Nelson Marlborough,Maori,40-44,Female,234,138,389,602,355
Nelson Marlborough,Maori,40-44,Male,193,83,373,517,223
Nelson Marlborough,Maori,45-49,Female,281,170,455,618,374
Nelson Marlborough,Maori,45-49,Male,216,120,418,517,287
Nelson Marlborough,Maori,50-54,Female,375,270,492,762,549
Nelson Marlborough,Maori,50-54,Male,260,160,363,716,441
Nelson Marlborough,Maori,55-59,Female,359,284,449,800,633
Nelson Marlborough,Maori,55-59,Male,280,206,336,833,613
Nelson Marlborough,Maori,60-64,Female,315,273,357,882,765
Nelson Marlborough,Maori,60-64,Male,209,178,250,836,712
Nelson Marlborough,Maori,65-69,Female,228,205,243,938,844
Nelson Marlborough,Maori,65-69,Male,154,145,172,895,843
Nelson Marlborough,Maori,70-74,Female,180,169,194,928,871
Nelson Marlborough,Maori,70-74,Male,105,99,104,1010,952
Nelson Marlborough,Maori,75-79,Female,107,104,116,922,897
Nelson Marlborough,Maori,75-79,Male,69,63,80,862,788
Nelson Marlborough,Maori,80-84,Female,56,51,52,1077,981
Nelson Marlborough,Maori,80-84,Male,36,36,34,1059,1059
Nelson Marlborough,Maori,85-89,Female,16,17,19,842,895
Nelson Marlborough,Maori,85-89,Male,13,13,11,1182,1182
Nelson Marlborough,Maori,90+,Female,7,7,10,700,700
Nelson Marlborough,Pacific Peoples,12-15,Female,67,10,98,684,102
Nelson Marlborough,Pacific Peoples,12-15,Male,73,9,122,598,74
Nelson Marlborough,Pacific Peoples,16-19,Female,53,20,75,707,267
Nelson Marlborough,Pacific Peoples,16-19,Male,86,27,105,819,257
Nelson Marlborough,Pacific Peoples,20-24,Female,67,25,100,670,250
Nelson Marlborough,Pacific Peoples,20-24,Male,298,221,144,2069,1535
Nelson Marlborough,Pacific Peoples,25-29,Female,68,28,93,731,301
Nelson Marlborough,Pacific Peoples,25-29,Male,416,335,147,2830,2279
Nelson Marlborough,Pacific Peoples,30-34,Female,81,47,111,730,423
Nelson Marlborough,Pacific Peoples,30-34,Male,430,349,131,3282,2664
Nelson Marlborough,Pacific Peoples,35-39,Female,92,57,103,893,553
Nelson Marlborough,Pacific Peoples,35-39,Male,381,311,134,2843,2321
Nelson Marlborough,Pacific Peoples,40-44,Female,76,46,74,1027,622
Nelson Marlborough,Pacific Peoples,40-44,Male,269,214,112,2402,1911
Nelson Marlborough,Pacific Peoples,45-49,Female,52,36,53,981,679
Nelson Marlborough,Pacific Peoples,45-49,Male,165,127,99,1667,1283
Nelson Marlborough,Pacific Peoples,50-54,Female,49,38,64,766,594
Nelson Marlborough,Pacific Peoples,50-54,Male,90,70,68,1324,1029
Nelson Marlborough,Pacific Peoples,55-59,Female,48,30,53,906,566
Nelson Marlborough,Pacific Peoples,55-59,Male,57,46,43,1326,1070
Nelson Marlborough,Pacific Peoples,60-64,Female,29,23,31,935,742
Nelson Marlborough,Pacific Peoples,60-64,Male,33,25,37,892,676
Nelson Marlborough,Pacific Peoples,65-69,Female,24,22,21,1143,1048
Nelson Marlborough,Pacific Peoples,65-69,Male,24,23,30,800,767
Nelson Marlborough,Pacific Peoples,70-74,Female,18,18,21,857,857
Nelson Marlborough,Pacific Peoples,70-74,Male,12,11,13,923,846
Nelson Marlborough,Pacific Peoples,75-79,Female,9,9,9,1000,1000
Nelson Marlborough,Pacific Peoples,80-84,Female,9,9,9,1000,1000
Nelson Marlborough,Unknown,25-29,Female,23,15,9,2556,1667
Nelson Marlborough,Unknown,25-29,Male,50,38,5,10000,7600
Nelson Marlborough,Unknown,30-34,Female,20,10,11,1818,909
Nelson Marlborough,Unknown,30-34,Male,71,53,6,11833,8833
Nelson Marlborough,Unknown,35-39,Female,21,9,11,1909,818
Nelson Marlborough,Unknown,35-39,Male,50,24,16,3125,1500
Nelson Marlborough,Unknown,40-44,Female,35,21,84,417,250
Nelson Marlborough,Unknown,40-44,Male,49,36,26,1885,1385
Nelson Marlborough,Unknown,45-49,Female,133,77,100,1330,770
Nelson Marlborough,Unknown,45-49,Male,58,39,23,2522,1696
Nelson Marlborough,Unknown,50-54,Female,51,37,43,1186,860
Nelson Marlborough,Unknown,50-54,Male,35,22,21,1667,1048
Nelson Marlborough,Unknown,55-59,Female,45,36,39,1154,923
Nelson Marlborough,Unknown,55-59,Male,37,25,28,1321,893
Nelson Marlborough,Unknown,60-64,Female,25,22,24,1042,917
Nelson Marlborough,Unknown,60-64,Male,30,25,18,1667,1389
Nelson Marlborough,Unknown,65-69,Female,35,31,23,1522,1348
Nelson Marlborough,Unknown,65-69,Male,18,15,17,1059,882
Nelson Marlborough,Unknown,70-74,Female,9,8,8,1125,1000
Nelson Marlborough,Unknown,70-74,Male,12,11,7,1714,1571
Northland,Asian,12-15,Female,106,14,133,797,105
Northland,Asian,12-15,Male,105,17,140,750,121
Northland,Asian,16-19,Female,85,34,94,904,362
Northland,Asian,16-19,Male,91,19,115,791,165
Northland,Asian,20-24,Female,116,55,132,879,417
Northland,Asian,20-24,Male,153,64,169,905,379
Northland,Asian,25-29,Female,293,177,370,792,478
Northland,Asian,25-29,Male,394,200,348,1132,575
Northland,Asian,30-34,Female,444,275,519,855,530
Northland,Asian,30-34,Male,442,225,437,1011,515
Northland,Asian,35-39,Female,355,190,378,939,503
Northland,Asian,35-39,Male,381,213,337,1131,632
Northland,Asian,40-44,Female,259,146,286,906,510
Northland,Asian,40-44,Male,301,163,241,1249,676
Northland,Asian,45-49,Female,219,131,257,852,510
Northland,Asian,45-49,Male,232,133,201,1154,662
Northland,Asian,50-54,Female,247,172,268,922,642
Northland,Asian,50-54,Male,142,111,121,1174,917
Northland,Asian,55-59,Female,201,163,219,918,744
Northland,Asian,55-59,Male,101,73,114,886,640
Northland,Asian,60-64,Female,175,150,193,907,777
Northland,Asian,60-64,Male,74,62,81,914,765
Northland,Asian,65-69,Female,106,92,125,848,736
Northland,Asian,65-69,Male,48,39,60,800,650
Northland,Asian,70-74,Female,72,61,75,960,813
Northland,Asian,70-74,Male,41,37,47,872,787
Northland,Asian,75-79,Female,34,28,37,919,757
Northland,Asian,75-79,Male,18,17,24,750,708
Northland,Asian,80-84,Female,16,16,19,842,842
Northland,Asian,80-84,Male,9,6,10,900,600
Northland,Asian,85-89,Female,10,8,11,909,727
Northland,Asian,90+,Female,6,5,7,857,714
Northland,European or Other,12-15,Female,1282,127,2343,547,54
Northland,European or Other,12-15,Male,1347,128,2424,556,53
Northland,European or Other,16-19,Female,1157,220,1968,588,112
Northland,European or Other,16-19,Male,1135,177,2115,537,84
Northland,European or Other,20-24,Female,1034,373,2070,500,180
Northland,European or Other,20-24,Male,1046,244,2156,485,113
Northland,European or Other,25-29,Female,1270,451,2670,476,169
Northland,European or Other,25-29,Male,1167,312,2484,470,126
Northland,European or Other,30-34,Female,1661,566,2863,580,198
Northland,European or Other,30-34,Male,1501,446,2752,545,162
Northland,European or Other,35-39,Female,1814,622,2888,628,215
Northland,European or Other,35-39,Male,1667,512,2738,609,187
Northland,European or Other,40-44,Female,1905,699,2931,650,238
Northland,European or Other,40-44,Male,1706,526,2695,633,195
Northland,European or Other,45-49,Female,2475,1113,3598,688,309
Northland,European or Other,45-49,Male,2247,843,3489,644,242
Northland,European or Other,50-54,Female,3149,2013,4157,758,484
Northland,European or Other,50-54,Male,2968,1649,4051,733,407
Northland,European or Other,55-59,Female,3740,2730,4864,769,561
Northland,European or Other,55-59,Male,3468,2374,4691,739,506
Northland,European or Other,60-64,Female,4055,3254,4900,828,664
Northland,European or Other,60-64,Male,4006,3131,5105,785,613
Northland,European or Other,65-69,Female,4083,3536,4762,857,743
Northland,European or Other,65-69,Male,4331,3675,4953,874,742
Northland,European or Other,70-74,Female,3973,3540,4404,902,804
Northland,European or Other,70-74,Male,4179,3731,4769,876,782
Northland,European or Other,75-79,Female,2684,2459,2914,921,844
Northland,European or Other,75-79,Male,2906,2666,3113,934,856
Northland,European or Other,80-84,Female,1859,1639,1955,951,838
Northland,European or Other,80-84,Male,1803,1629,1889,954,862
Northland,European or Other,85-89,Female,997,871,1109,899,785
Northland,European or Other,85-89,Male,883,778,968,912,804
Northland,European or Other,90+,Female,661,556,768,861,724
Northland,European or Other,90+,Male,392,341,430,912,793
Northland,Maori,12-15,Female,905,100,2593,349,39
Northland,Maori,12-15,Male,987,97,2749,359,35
Northland,Maori,16-19,Female,780,168,2203,354,76
Northland,Maori,16-19,Male,685,125,2169,316,58
Northland,Maori,20-24,Female,665,221,2359,282,94
Northland,Maori,20-24,Male,578,146,2365,244,62
Northland,Maori,25-29,Female,632,225,2349,269,96
Northland,Maori,25-29,Male,579,178,2237,259,80
Northland,Maori,30-34,Female,831,250,2298,362,109
Northland,Maori,30-34,Male,631,181,2001,315,90
Northland,Maori,35-39,Female,793,301,1790,443,168
Northland,Maori,35-39,Male,645,193,1641,393,118
Northland,Maori,40-44,Female,884,369,1708,518,216
Northland,Maori,40-44,Male,663,242,1527,434,158
Northland,Maori,45-49,Female,1158,544,2112,548,258
Northland,Maori,45-49,Male,880,345,1725,510,200
Northland,Maori,50-54,Female,1278,766,1971,648,389
Northland,Maori,50-54,Male,1012,556,1751,578,318
Northland,Maori,55-59,Female,1414,988,2113,669,468
Northland,Maori,55-59,Male,1165,764,1801,647,424
Northland,Maori,60-64,Female,1458,1124,1823,800,617
Northland,Maori,60-64,Male,1102,828,1466,752,565
Northland,Maori,65-69,Female,1079,902,1293,834,698
Northland,Maori,65-69,Male,862,696,1036,832,672
Northland,Maori,70-74,Female,740,618,880,841,702
Northland,Maori,70-74,Male,630,536,701,899,765
Northland,Maori,75-79,Female,453,386,541,837,713
Northland,Maori,75-79,Male,360,309,410,878,754
Northland,Maori,80-84,Female,269,235,332,810,708
Northland,Maori,80-84,Male,197,170,238,828,714
Northland,Maori,85-89,Female,92,76,129,713,589
Northland,Maori,85-89,Male,78,66,88,886,750
Northland,Maori,90+,Female,46,35,57,807,614
Northland,Maori,90+,Male,20,19,30,667,633
Northland,Pacific Peoples,12-15,Female,65,7,133,489,53
Northland,Pacific Peoples,12-15,Male,55,7,138,399,51
Northland,Pacific Peoples,16-19,Female,55,12,113,487,106
Northland,Pacific Peoples,16-19,Male,35,10,101,347,99
Northland,Pacific Peoples,20-24,Female,50,16,107,467,150
Northland,Pacific Peoples,20-24,Male,62,23,125,496,184
Northland,Pacific Peoples,25-29,Female,59,16,156,378,103
Northland,Pacific Peoples,25-29,Male,76,36,145,524,248
Northland,Pacific Peoples,30-34,Female,68,28,136,500,206
Northland,Pacific Peoples,30-34,Male,91,29,166,548,175
Northland,Pacific Peoples,35-39,Female,77,33,107,720,308
Northland,Pacific Peoples,35-39,Male,102,40,151,675,265
Northland,Pacific Peoples,40-44,Female,71,28,108,657,259
Northland,Pacific Peoples,40-44,Male,90,37,141,638,262
Northland,Pacific Peoples,45-49,Female,85,47,120,708,392
Northland,Pacific Peoples,45-49,Male,97,47,131,740,359
Northland,Pacific Peoples,50-54,Female,63,43,107,589,402
Northland,Pacific Peoples,50-54,Male,82,53,118,695,449
Northland,Pacific Peoples,55-59,Female,77,59,95,811,621
Northland,Pacific Peoples,55-59,Male,64,45,84,762,536
Northland,Pacific Peoples,60-64,Female,68,58,78,872,744
Northland,Pacific Peoples,60-64,Male,61,44,62,984,710
Northland,Pacific Peoples,65-69,Female,42,35,62,677,565
Northland,Pacific Peoples,65-69,Male,53,51,79,671,646
Northland,Pacific Peoples,70-74,Female,50,46,42,1190,1095
Northland,Pacific Peoples,70-74,Male,33,29,38,868,763
Northland,Pacific Peoples,75-79,Female,26,22,32,812,688
Northland,Pacific Peoples,75-79,Male,19,16,18,1056,889
Northland,Pacific Peoples,80-84,Female,15,12,13,1154,923
Northland,Unknown,25-29,Female,14,0,9,1556,444
Northland,Unknown,25-29,Male,16,0,6,2667,500
Northland,Unknown,30-34,Female,27,17,5,5400,3400
Northland,Unknown,30-34,Male,25,13,7,3571,1857
Northland,Unknown,35-39,Female,21,10,12,1750,833
Northland,Unknown,35-39,Male,55,17,25,2200,680
Northland,Unknown,40-44,Female,13,6,9,1444,667
Northland,Unknown,40-44,Male,33,13,20,1650,650
Northland,Unknown,45-49,Female,14,0,8,1750,500
Northland,Unknown,45-49,Male,22,11,19,1158,579
Northland,Unknown,50-54,Female,11,8,7,1571,1143
Northland,Unknown,50-54,Male,28,10,19,1474,526
Northland,Unknown,55-59,Female,11,7,13,846,538
Northland,Unknown,55-59,Male,42,22,23,1826,957
Northland,Unknown,60-64,Female,22,15,16,1375,938
Northland,Unknown,60-64,Male,30,21,20,1500,1050
Northland,Unknown,65-69,Female,12,12,14,857,857
Northland,Unknown,65-69,Male,17,14,19,895,737
Northland,Unknown,70-74,Female,6,0,12,500,333
Northland,Unknown,70-74,Male,21,19,14,1500,1357
Overseas / Unknown,Asian,12-15,Female,5,0,48,104,0
Overseas / Unknown,Asian,16-19,Male,6,0,41,146,24
Overseas / Unknown,Asian,20-24,Female,10,7,131,76,53
Overseas / Unknown,Asian,20-24,Male,21,11,148,142,74
Overseas / Unknown,Asian,25-29,Female,31,16,172,180,93
Overseas / Unknown,Asian,25-29,Male,26,8,227,115,35
Overseas / Unknown,Asian,30-34,Female,21,12,148,142,81
Overseas / Unknown,Asian,30-34,Male,23,11,163,141,67
Overseas / Unknown,Asian,35-39,Female,12,7,91,132,77
Overseas / Unknown,Asian,35-39,Male,31,18,109,284,165
Overseas / Unknown,Asian,40-44,Male,14,12,92,152,130
Overseas / Unknown,Asian,45-49,Female,6,0,58,103,69
Overseas / Unknown,Asian,45-49,Male,11,5,76,145,66
Overseas / Unknown,Asian,50-54,Female,10,0,71,141,56
Overseas / Unknown,Asian,55-59,Female,10,9,67,149,134
Overseas / Unknown,Asian,55-59,Male,5,0,43,116,47
Overseas / Unknown,Asian,60-64,Female,14,8,68,206,118
Overseas / Unknown,Asian,60-64,Male,5,6,64,78,94
Overseas / Unknown,Asian,65-69,Female,9,7,51,176,137
Overseas / Unknown,Asian,65-69,Male,6,5,66,91,76
Overseas / Unknown,European or Other,12-15,Female,11,0,99,111,40
